"LEVEL_ID","UNIT_ID","CODE","P_IDENT","Catalog_ID","S_NYSM_NUM","U_TYPE","U_LBL","L_STRAT","START","END","Assemblage","MATNAME","TYPENAME","CATNAME","IDENTIFY","BEGDATE","ENDDATE","N","zN","comp.grp","art.grp"
1854,442,"OCO","PIN 1BOW.27.101",4482,12644,"EU","05","1",17.2,40.4,"Domestic","Other","Debris","Coal","coal",NA,NA,3,0.888728494638519,"3","1"
1854,442,"FOIL","PIN 1BOW.27.101",4490,12644,"EU","05","1",17.2,40.4,"Domestic","Metal","Domestic/Activity","Aluminum","aluminum foil frag",NA,NA,1,0.707106781186547,"3","4"
1854,442,"ORUB","PIN 1BOW.27.101",4487,12644,"EU","05","1",17.2,40.4,"Domestic","Other","Rubber","Rubber","other rubber",NA,NA,1,0.707106781186547,"3","1"
1854,442,"URN","PIN 1BOW.27.101",4504,12644,"EU","05","1",17.2,40.4,"Architectural","Metal","Architectural Hardware","Wire Nail","unidentified wire nail",1875,1970,1,0.866025403784439,"3","4"
1854,442,"CWN","PIN 1BOW.27.101",4505,12644,"EU","05","1",17.2,40.4,"Architectural","Metal","Architectural Hardware","Wire Nail","common wire nail",1875,1970,1,0.362033094019108,"3","3"
1854,442,"STY","PIN 1BOW.27.101",4489,12644,"EU","05","1",17.2,40.4,"Domestic","Other","Plastic","Plastic","Styrofoam",1954,1970,2,0.645497224367903,"3","1"
1854,442,"OMO","PIN 1BOW.27.101",4485,12644,"EU","05","1",17.2,40.4,"Architectural","Ceramics","Brick","Mortar/Plaster","mortar",NA,NA,10,0.759021376532465,"3","2"
1854,442,"OBR","PIN 1BOW.27.101",4484,12644,"EU","05","1",17.2,40.4,"Architectural","Ceramics","Brick","Brick","unidentified brick",NA,NA,6,0.73208449814096,"3","2"
1854,442,"CCG","PIN 1BOW.27.101",4496,12644,"EU","05","1",17.2,40.4,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,1,0.454858826147342,"3","3"
1854,442,"GBG","PIN 1BOW.27.101",4493,12644,"EU","05","1",17.2,40.4,"Domestic","Glass","Glass Vessel","Bottle Glass","green bottle glass",NA,NA,1,0.349215147884789,"3","1"
1854,442,"ELC","PIN 1BOW.27.101",4503,12644,"EU","05","1",17.2,40.4,"Domestic","Metal","Domestic/Activity","Electronic Component","electronic component",NA,NA,1,1,"3","4"
1854,442,"AFG","PIN 1BOW.27.101",4495,12644,"EU","05","1",17.2,40.4,"Architectural","Glass","Flat Glass","Flat Glass","aqua flat glass",NA,NA,14,3.17511255122061,"3","2"
1854,442,"UIS","PIN 1BOW.27.101",4501,12644,"EU","05","1",17.2,40.4,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,0.251871127977214,"3","1"
1854,442,"CPIN","PIN 1BOW.27.101",4491,12644,"EU","05","1",17.2,40.4,"Domestic","Metal","Personal Item","Clothing Related","pin",NA,NA,1,1,"3","4"
1854,442,"WSTN","PIN 1BOW.27.101",4486,12644,"EU","05","1",17.2,40.4,"Domestic","Ground or Rough Stone","Other Worked Stone","Other Worked Stone","other worked stone",NA,NA,2,1,"3","4"
1854,442,"UIS","PIN 1BOW.27.101",4502,12644,"EU","05","1",17.2,40.4,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,0.251871127977214,"3","1"
1854,442,"STY","PIN 1BOW.27.101",4488,12644,"EU","05","1",17.2,40.4,"Domestic","Other","Plastic","Plastic","Styrofoam",1954,1970,1,0.322748612183951,"3","1"
1854,442,"HNAI","PIN 1BOW.27.101",4506,12644,"EU","05","1",17.2,40.4,"Domestic","Metal","Domestic/Activity","Horse/Ox/Mule Equipment","horseshoe nail",NA,NA,2,1.20604537831105,"3","2"
1854,442,"UDSK","PIN 1BOW.27.101",4497,12644,"EU","05","1",17.2,40.4,"Domestic","Ceramics","Pipe","Kaolin Pipe","unidentified Kaolin pipe stem frag",NA,NA,1,0.654653670707977,"3","4"
1854,442,"PTI","PIN 1BOW.27.101",4498,12644,"EU","05","1",17.2,40.4,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","purple transfer-printed ironstone/whiteware",1825,1875,1,0.577350269189626,"3","4"
1854,442,"MCN","PIN 1BOW.27.101",4509,12644,"EU","05","1",17.2,40.4,"Architectural","Metal","Architectural Hardware","Cut Nail","machine cut nail",1835,1880,5,0.381385035698237,"3","2"
1854,442,"UCN","PIN 1BOW.27.101",4508,12644,"EU","05","1",17.2,40.4,"Architectural","Metal","Architectural Hardware","Cut Nail","unidentified cut nail",1790,1880,2,0.511101251999952,"3","2"
1854,442,"MBG","PIN 1BOW.27.101",4492,12644,"EU","05","1",17.2,40.4,"Domestic","Glass","Glass Vessel","Bottle Glass","brown bottle glass",NA,NA,2,0.387112267670478,"3","1"
1854,442,"HPW","PIN 1BOW.27.101",4499,12644,"EU","05","1",17.2,40.4,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","underglaze polychrome hand-painted ironstone/whiteware",1830,1860,1,0.594088525786005,"3","2"
1854,442,"MRC","PIN 1BOW.27.101",4483,12644,"EU","05","1",17.2,40.4,"Domestic","Ceramics","Non-Tableware Ceramic","Clay Marble","clay marble",NA,NA,1,1,"3","4"
1854,442,"XI","PIN 1BOW.27.101",4500,12644,"EU","05","1",17.2,40.4,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","undecorated ironstone/whiteware",1820,1950,3,0.771690104885069,"3","2"
1859,444,"CBG","PIN 1BOW.27.101",4553,12644,"EU","07","2",19.4,31.6,"Domestic","Glass","Glass Vessel","Bottle Glass","clear bottle glass",NA,NA,1,0.432425565755194,"3","1"
1859,444,"CART","PIN 1BOW.27.101",4551,12644,"EU","07","2",19.4,31.6,"Domestic","Metal","Arms/Military","Guns/Bullets","cartridge",NA,NA,1,1,"3","2"
1859,444,"UDB","PIN 1BOW.27.101",4555,12644,"EU","07","2",19.4,31.6,"Other","Bone/Antler","Refuse/Unmodified","Bone","unidentified bone frag",NA,NA,3,0.819028359347922,"3","2"
1859,444,"HNAI","PIN 1BOW.27.101",4557,12644,"EU","07","2",19.4,31.6,"Domestic","Metal","Domestic/Activity","Horse/Ox/Mule Equipment","horseshoe nail",NA,NA,1,0.603022689155527,"3","2"
1859,444,"UIS","PIN 1BOW.27.101",4556,12644,"EU","07","2",19.4,31.6,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,4,1.00748451190886,"3","1"
1859,444,"OCO","PIN 1BOW.27.101",4550,12644,"EU","07","2",19.4,31.6,"Domestic","Other","Debris","Coal","coal",NA,NA,1,0.296242831546173,"3","1"
1859,444,"MLCG","PIN 1BOW.27.101",4554,12644,"EU","07","2",19.4,31.6,"Domestic","Glass","Glass Vessel","Curved Glass","milk-colored curved glass",NA,NA,1,0.866025403784439,"3","2"
1859,444,"GB","PIN 1BOW.27.101",4552,12644,"EU","07","2",19.4,31.6,"Domestic","Glass","Glass Object","Button","glass button",NA,NA,2,1.35873244097351,"3","3"
1858,444,"STY","PIN 1BOW.27.101",4542,12644,"EU","07","1",8,19.4,"Domestic","Other","Plastic","Plastic","Styrofoam",1954,1970,1,0.322748612183951,"3","1"
1858,444,"MCN","PIN 1BOW.27.101",4549,12644,"EU","07","1",8,19.4,"Architectural","Metal","Architectural Hardware","Cut Nail","machine cut nail",1835,1880,1,0.0762770071396474,"3","2"
1858,444,"OMO","PIN 1BOW.27.101",4545,12644,"EU","07","1",8,19.4,"Architectural","Ceramics","Brick","Mortar/Plaster","mortar",NA,NA,3,0.227706412959739,"3","2"
1858,444,"ODMT","PIN 1BOW.27.101",4547,12644,"EU","07","1",8,19.4,"Domestic","Metal","Domestic/Activity","Other Domestic/Activity Metal","other domestic/activity-related metal object",NA,NA,1,0.707106781186547,"3","1"
1858,444,"AFG","PIN 1BOW.27.101",4546,12644,"EU","07","1",8,19.4,"Architectural","Glass","Flat Glass","Flat Glass","aqua flat glass",NA,NA,1,0.226793753658615,"3","2"
1858,444,"OCO","PIN 1BOW.27.101",4543,12644,"EU","07","1",8,19.4,"Domestic","Other","Debris","Coal","coal",NA,NA,2,0.592485663092346,"3","1"
1858,444,"OCN","PIN 1BOW.27.101",4548,12644,"EU","07","1",8,19.4,"Architectural","Metal","Architectural Hardware","Cut Nail","other cut nail",1835,1880,1,0.866025403784439,"3","2"
1858,444,"OCI","PIN 1BOW.27.101",4544,12644,"EU","07","1",8,19.4,"Domestic","Other","Debris","Coal","cinder",NA,NA,1,0.168454280132302,"3","1"
1860,444,"OCO","PIN 1BOW.27.101",4599,12644,"EU","07","3",31.6,56.8,"Domestic","Other","Debris","Coal","coal",NA,NA,1,0.296242831546173,"2","1"
1860,444,"UIS","PIN 1BOW.27.101",4603,12644,"EU","07","3",31.6,56.8,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,0.251871127977214,"2","1"
1860,444,"XY","PIN 1BOW.27.101",4558,12644,"EU","07","3",31.6,56.8,"Domestic","Ceramics","Sherd","Yellowware","undecorated yellowware",1830,1940,1,0.577350269189626,"2","2"
1860,444,"ODWE","PIN 1BOW.27.101",4559,12644,"EU","07","3",31.6,56.8,"Domestic","Ceramics","Sherd","White Earthenware","other decorated unidentified white earthenware",NA,NA,1,0.866025403784439,"2","2"
1860,444,"ATI","PIN 1BOW.27.101",4567,12644,"EU","07","3",31.6,56.8,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","black transfer-printed ironstone/whiteware",1825,1875,1,0.894427190999916,"2","2"
1860,444,"ACG","PIN 1BOW.27.101",4597,12644,"EU","07","3",31.6,56.8,"Domestic","Glass","Glass Vessel","Curved Glass","aqua curved glass",NA,NA,1,0.707106781186547,"2","2"
1860,444,"UCN","PIN 1BOW.27.101",4605,12644,"EU","07","3",31.6,56.8,"Architectural","Metal","Architectural Hardware","Cut Nail","unidentified cut nail",1790,1880,3,0.766651877999928,"2","2"
1860,444,"XI","PIN 1BOW.27.101",4595,12644,"EU","07","3",31.6,56.8,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","undecorated ironstone/whiteware",1820,1950,7,1.80061024473183,"2","2"
1860,444,"OBR","PIN 1BOW.27.101",4601,12644,"EU","07","3",31.6,56.8,"Architectural","Ceramics","Brick","Brick","unidentified brick",NA,NA,5,0.610070415117466,"2","2"
1860,444,"OGS","PIN 1BOW.27.101",4564,12644,"EU","07","3",31.6,56.8,"Domestic","Ceramics","Sherd","Stoneware","grey salt-glazed stoneware, brown slip",NA,NA,1,0.894427190999916,"2","2"
1860,444,"NSK","PIN 1BOW.27.101",4561,12644,"EU","07","3",31.6,56.8,"Domestic","Ceramics","Pipe","Kaolin Pipe","Kaolin pipe stem frag, 5/64 in. bore",NA,NA,1,0.723746864455746,"2","2"
1860,444,"AFG","PIN 1BOW.27.101",4596,12644,"EU","07","3",31.6,56.8,"Architectural","Glass","Flat Glass","Flat Glass","aqua flat glass",NA,NA,2,0.45358750731723,"2","2"
1860,444,"XII","PIN 1BOW.27.101",4562,12644,"EU","07","3",31.6,56.8,"Domestic","Ceramics","Sherd","Ironstone","undecorated ironstone",1813,1885,1,0.041983713478143,"2","2"
1860,444,"MCN","PIN 1BOW.27.101",4604,12644,"EU","07","3",31.6,56.8,"Architectural","Metal","Architectural Hardware","Cut Nail","machine cut nail",1835,1880,3,0.228831021418942,"2","2"
1860,444,"OBS","PIN 1BOW.27.101",4565,12644,"EU","07","3",31.6,56.8,"Domestic","Ceramics","Sherd","Stoneware","buff salt-glazed stoneware, brown slip",1820,1900,1,1,"2","2"
1860,444,"OUS","PIN 1BOW.27.101",4566,12644,"EU","07","3",31.6,56.8,"Domestic","Ceramics","Sherd","Stoneware","grey salt-glazed blue decorated stoneware, brown slip",NA,NA,1,0.447213595499958,"2","2"
1860,444,"UTI","PIN 1BOW.27.101",4571,12644,"EU","07","3",31.6,56.8,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","blue transfer-printed ironstone/whiteware",1830,1865,7,3.41137802068314,"2","2"
1860,444,"HPW","PIN 1BOW.27.101",4570,12644,"EU","07","3",31.6,56.8,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","underglaze polychrome hand-painted ironstone/whiteware",1830,1860,4,2.37635410314402,"2","2"
1860,444,"OCH","PIN 1BOW.27.101",4598,12644,"EU","07","3",31.6,56.8,"Other","Botanical","Sample","Charcoal","charcoal",NA,NA,1,0.113561843574148,"2","2"
1860,444,"XP","PIN 1BOW.27.101",4560,12644,"EU","07","3",31.6,56.8,"Domestic","Ceramics","Sherd","Pearlware","undecorated pearlware",1780,1830,1,0.866025403784439,"2","2"
1860,444,"MTI","PIN 1BOW.27.101",4569,12644,"EU","07","3",31.6,56.8,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","mulberry transfer-printed ironstone/whiteware",1825,1875,5,1.3558153613666,"2","2"
1860,444,"CS","PIN 1BOW.27.101",4600,12644,"EU","07","3",31.6,56.8,"Other","Shell","Refuse/Unmodified","Clam Shell","clam shell",NA,NA,8,2.36939551103637,"2","2"
1860,444,"ANW","PIN 1BOW.27.101",4563,12644,"EU","07","3",31.6,56.8,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","annular ironstone/whiteware",NA,NA,2,1.2328828005938,"2","2"
1860,444,"KB","PIN 1BOW.27.101",4602,12644,"EU","07","3",31.6,56.8,"Domestic","Bone/Antler","Refuse/Unmodified","Bone","kitchen bone",NA,NA,10,2.11340986102904,"2","2"
1860,444,"BEI","PIN 1BOW.27.101",4568,12644,"EU","07","3",31.6,56.8,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","blue edge-decorated ironstone/whiteware",1830,1860,1,0.451753951452626,"2","2"
1862,444,"USN","PIN 1BOW.27.101",5528,12644,"EU","07","5",69.2,79.2,"Architectural","Metal","Architectural Hardware","Other Nail","unidentified square nail",NA,NA,2,0.843995715109554,"2","1"
1862,444,"UTI","PIN 1BOW.27.101",5522,12644,"EU","07","5",69.2,79.2,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","blue transfer-printed ironstone/whiteware",1830,1865,1,0.487339717240448,"2","2"
1862,444,"CS","PIN 1BOW.27.101",5520,12644,"EU","07","5",69.2,79.2,"Other","Shell","Refuse/Unmodified","Clam Shell","clam shell",NA,NA,1,0.296174438879546,"2","2"
1862,444,"OMO","PIN 1BOW.27.101",5519,12644,"EU","07","5",69.2,79.2,"Architectural","Ceramics","Brick","Mortar/Plaster","mortar",NA,NA,1,0.0759021376532465,"2","2"
1862,444,"OBR","PIN 1BOW.27.101",5518,12644,"EU","07","5",69.2,79.2,"Architectural","Ceramics","Brick","Brick","unidentified brick",NA,NA,5,0.610070415117466,"2","2"
1862,444,"UCN","PIN 1BOW.27.101",5527,12644,"EU","07","5",69.2,79.2,"Architectural","Metal","Architectural Hardware","Cut Nail","unidentified cut nail",1790,1880,3,0.766651877999928,"2","2"
1862,444,"NSK","PIN 1BOW.27.101",5521,12644,"EU","07","5",69.2,79.2,"Domestic","Ceramics","Pipe","Kaolin Pipe","Kaolin pipe stem frag, 5/64 in. bore",NA,NA,2,1.44749372891149,"2","2"
1862,444,"MCN","PIN 1BOW.27.101",5526,12644,"EU","07","5",69.2,79.2,"Architectural","Metal","Architectural Hardware","Cut Nail","machine cut nail",1835,1880,2,0.152554014279295,"2","2"
1862,444,"XI","PIN 1BOW.27.101",5524,12644,"EU","07","5",69.2,79.2,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","undecorated ironstone/whiteware",1820,1950,1,0.25723003496169,"2","2"
1862,444,"ANW","PIN 1BOW.27.101",5523,12644,"EU","07","5",69.2,79.2,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","annular ironstone/whiteware",NA,NA,1,0.616441400296898,"2","2"
1862,444,"UIS","PIN 1BOW.27.101",5529,12644,"EU","07","5",69.2,79.2,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,4,1.00748451190886,"2","1"
1862,444,"AFG","PIN 1BOW.27.101",5525,12644,"EU","07","5",69.2,79.2,"Architectural","Glass","Flat Glass","Flat Glass","aqua flat glass",NA,NA,3,0.680381260975845,"2","2"
1861,444,"HPW","PIN 1BOW.27.101",5512,12644,"EU","07","4",56.8,69.2,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","underglaze polychrome hand-painted ironstone/whiteware",1830,1860,1,0.594088525786005,"2","2"
1861,444,"BOS","PIN 1BOW.27.101",5510,12644,"EU","07","4",56.8,69.2,"Domestic","Ceramics","Sherd","Stoneware","buff salt-glazed blue decorated stoneware, brown slipped",NA,NA,1,0.707106781186547,"2","2"
1861,444,"MTI","PIN 1BOW.27.101",5513,12644,"EU","07","4",56.8,69.2,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","mulberry transfer-printed ironstone/whiteware",1825,1875,1,0.27116307227332,"2","2"
1861,444,"KB","PIN 1BOW.27.101",4635,12644,"EU","07","4",56.8,69.2,"Domestic","Bone/Antler","Refuse/Unmodified","Bone","kitchen bone",NA,NA,4,0.845363944411616,"2","2"
1861,444,"UDSK","PIN 1BOW.27.101",5505,12644,"EU","07","4",56.8,69.2,"Domestic","Ceramics","Pipe","Kaolin Pipe","unidentified Kaolin pipe stem frag",NA,NA,2,1.30930734141595,"2","4"
1861,444,"DBK","PIN 1BOW.27.101",5507,12644,"EU","07","4",56.8,69.2,"Domestic","Ceramics","Pipe","Kaolin Pipe","decorated Kaolin pipe bowl frag",NA,NA,1,0.925820099772551,"2","2"
1861,444,"UCN","PIN 1BOW.27.101",5515,12644,"EU","07","4",56.8,69.2,"Architectural","Metal","Architectural Hardware","Cut Nail","unidentified cut nail",1790,1880,2,0.511101251999952,"2","2"
1861,444,"AFG","PIN 1BOW.27.101",5508,12644,"EU","07","4",56.8,69.2,"Architectural","Glass","Flat Glass","Flat Glass","aqua flat glass",NA,NA,13,2.948318797562,"2","2"
1861,444,"CS","PIN 1BOW.27.101",4634,12644,"EU","07","4",56.8,69.2,"Other","Shell","Refuse/Unmodified","Clam Shell","clam shell",NA,NA,4,1.18469775551818,"2","2"
1861,444,"XI","PIN 1BOW.27.101",5509,12644,"EU","07","4",56.8,69.2,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","undecorated ironstone/whiteware",1820,1950,5,1.28615017480845,"2","2"
1861,444,"OBR","PIN 1BOW.27.101",5504,12644,"EU","07","4",56.8,69.2,"Architectural","Ceramics","Brick","Brick","unidentified brick",NA,NA,4,0.488056332093973,"2","2"
1861,444,"UIS","PIN 1BOW.27.101",5516,12644,"EU","07","4",56.8,69.2,"Other","Metal","Unidentified","Ferrous","unidentified iron/steel",NA,NA,1,0.251871127977214,"2","1"
1861,444,"NSK","PIN 1BOW.27.101",5506,12644,"EU","07","4",56.8,69.2,"Domestic","Ceramics","Pipe","Kaolin Pipe","Kaolin pipe stem frag, 5/64 in. bore",NA,NA,2,1.44749372891149,"2","2"
1861,444,"OGS","PIN 1BOW.27.101",5514,12644,"EU","07","4",56.8,69.2,"Domestic","Ceramics","Sherd","Stoneware","grey salt-glazed stoneware, brown slip",NA,NA,1,0.894427190999916,"2","2"
1861,444,"MCN","PIN 1BOW.27.101",5517,12644,"EU","07","4",56.8,69.2,"Architectural","Metal","Architectural Hardware","Cut Nail","machine cut nail",1835,1880,9,0.686493064256826,"2","2"
1861,444,"ANW","PIN 1BOW.27.101",5511,12644,"EU","07","4",56.8,69.2,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","annular ironstone/whiteware",NA,NA,1,0.616441400296898,"2","2"
1923,460,"OMO","PIN 1BOW.27.101",6140,12644,"EU","15","2",22.8,30.2,"Architectural","Ceramics","Brick","Mortar/Plaster","mortar",NA,NA,1,0.0759021376532465,"3","2"
1923,460,"CFG","PIN 1BOW.27.101",6145,12644,"EU","15","2",22.8,30.2,"Architectural","Glass","Flat Glass","Flat Glass","clear flat glass",NA,NA,1,0.184355439584991,"3","1"
1923,460,"UDB","PIN 1BOW.27.101",6139,12644,"EU","15","2",22.8,30.2,"Other","Bone/Antler","Refuse/Unmodified","Bone","unidentified bone frag",NA,NA,1,0.273009453115974,"3","2"
1923,460,"GBG","PIN 1BOW.27.101",6144,12644,"EU","15","2",22.8,30.2,"Domestic","Glass","Glass Vessel","Bottle Glass","green bottle glass",NA,NA,1,0.349215147884789,"3","1"
1923,460,"CWN","PIN 1BOW.27.101",6143,12644,"EU","15","2",22.8,30.2,"Architectural","Metal","Architectural Hardware","Wire Nail","common wire nail",1875,1970,1,0.362033094019108,"3","3"
1923,460,"STY","PIN 1BOW.27.101",6142,12644,"EU","15","2",22.8,30.2,"Domestic","Other","Plastic","Plastic","Styrofoam",1954,1970,1,0.322748612183951,"3","1"
1923,460,"BEI","PIN 1BOW.27.101",6138,12644,"EU","15","2",22.8,30.2,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","blue edge-decorated ironstone/whiteware",1830,1860,1,0.451753951452626,"3","2"
1923,460,"OBR","PIN 1BOW.27.101",6141,12644,"EU","15","2",22.8,30.2,"Architectural","Ceramics","Brick","Brick","unidentified brick",NA,NA,2,0.244028166046987,"3","2"
1913,460,"AFG","PIN 1BOW.27.101",6201,12644,"EU","15","2 (NE)",24,33,"Architectural","Glass","Flat Glass","Flat Glass","aqua flat glass",NA,NA,1,0.226793753658615,"3","2"
1913,460,"OMO","PIN 1BOW.27.101",6204,12644,"EU","15","2 (NE)",24,33,"Architectural","Ceramics","Brick","Mortar/Plaster","mortar",NA,NA,1,0.0759021376532465,"3","2"
1913,460,"LGFG","PIN 1BOW.27.101",6202,12644,"EU","15","2 (NE)",24,33,"Architectural","Glass","Flat Glass","Flat Glass","light green flat glass (not 18th century)",NA,NA,1,0.0336717514850737,"3","1"
1913,460,"CCG","PIN 1BOW.27.101",6203,12644,"EU","15","2 (NE)",24,33,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass",NA,NA,2,0.909717652294684,"3","3"
1913,460,"MBG","PIN 1BOW.27.101",6200,12644,"EU","15","2 (NE)",24,33,"Domestic","Glass","Glass Vessel","Bottle Glass","brown bottle glass",NA,NA,1,0.193556133835239,"3","1"
1913,460,"CFG","PIN 1BOW.27.101",6199,12644,"EU","15","2 (NE)",24,33,"Architectural","Glass","Flat Glass","Flat Glass","clear flat glass",NA,NA,1,0.184355439584991,"3","1"
1913,460,"MCN","PIN 1BOW.27.101",6205,12644,"EU","15","2 (NE)",24,33,"Architectural","Metal","Architectural Hardware","Cut Nail","machine cut nail",1835,1880,1,0.0762770071396474,"3","2"
1910,460,"ASP","PIN 1BOW.27.101",6119,12644,"EU","15","1",5.4,22.8,"Architectural","Other","Debris","Asphalt","asphalt pavement frag",NA,NA,1,0.384110639798688,"1","1"
1910,460,"OSL","PIN 1BOW.27.101",6120,12644,"EU","15","1",5.4,22.8,"Domestic","Other","Debris","Coal","slag",NA,NA,1,0.197927405206957,"1","1"
1910,460,"STY","PIN 1BOW.27.101",6124,12644,"EU","15","1",5.4,22.8,"Domestic","Other","Plastic","Plastic","Styrofoam",1954,1970,1,0.322748612183951,"1","1"
1910,460,"UCN","PIN 1BOW.27.101",6136,12644,"EU","15","1",5.4,22.8,"Architectural","Metal","Architectural Hardware","Cut Nail","unidentified cut nail",1790,1880,2,0.511101251999952,"1","2"
1910,460,"OPLA","PIN 1BOW.27.101",6129,12644,"EU","15","1",5.4,22.8,"Domestic","Other","Plastic","Plastic","other plastic",NA,NA,1,0.816496580927726,"1","1"
1910,460,"HSHO","PIN 1BOW.27.101",6118,12644,"EU","15","1",5.4,22.8,"Domestic","Metal","Domestic/Activity","Horse/Ox/Mule Equipment","horseshoe",NA,NA,1,0.707106781186547,"1","1"
1910,460,"OMO","PIN 1BOW.27.101",6125,12644,"EU","15","1",5.4,22.8,"Architectural","Ceramics","Brick","Mortar/Plaster","mortar",NA,NA,4,0.303608550612986,"1","2"
1910,460,"LEAD","PIN 1BOW.27.101",6135,12644,"EU","15","1",5.4,22.8,"Other","Metal","Unidentified","Lead","unidentified lead",NA,NA,1,0.707106781186547,"1","1"
1910,460,"MCN","PIN 1BOW.27.101",6137,12644,"EU","15","1",5.4,22.8,"Architectural","Metal","Architectural Hardware","Cut Nail","machine cut nail",1835,1880,2,0.152554014279295,"1","2"
1910,460,"MBG","PIN 1BOW.27.101",6134,12644,"EU","15","1",5.4,22.8,"Domestic","Glass","Glass Vessel","Bottle Glass","brown bottle glass",NA,NA,1,0.193556133835239,"1","1"
1910,460,"PWRA","PIN 1BOW.27.101",6121,12644,"EU","15","1",5.4,22.8,"Domestic","Other","Plastic","Plastic","plastic wrapper(s)",NA,NA,6,1.75890590993379,"1","1"
1910,460,"UFI","PIN 1BOW.27.101",6130,12644,"EU","15","1",5.4,22.8,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","flow blue ironstone/whiteware",1835,1870,1,0.447213595499958,"1","1"
1910,460,"PWRA","PIN 1BOW.27.101",6127,12644,"EU","15","1",5.4,22.8,"Domestic","Other","Plastic","Plastic","plastic wrapper(s)",NA,NA,6,1.75890590993379,"1","1"
1910,460,"PLAS","PIN 1BOW.27.101",6126,12644,"EU","15","1",5.4,22.8,"Other","Other","Plastic","Plastic","unidentified plastic",NA,NA,1,0.650443635587991,"1","1"
1910,460,"AFG","PIN 1BOW.27.101",6132,12644,"EU","15","1",5.4,22.8,"Architectural","Glass","Flat Glass","Flat Glass","aqua flat glass",NA,NA,4,0.90717501463446,"1","2"
1910,460,"OWOO","PIN 1BOW.27.101",6122,12644,"EU","15","1",5.4,22.8,"Domestic","Botanical","Worked","Other worked wood","other worked wood",NA,NA,1,0.397359707119513,"1","1"
1910,460,"STY","PIN 1BOW.27.101",6123,12644,"EU","15","1",5.4,22.8,"Domestic","Other","Plastic","Plastic","Styrofoam",1954,1970,2,0.645497224367903,"1","1"
1910,460,"CFG","PIN 1BOW.27.101",6133,12644,"EU","15","1",5.4,22.8,"Architectural","Glass","Flat Glass","Flat Glass","clear flat glass",NA,NA,3,0.553066318754972,"1","1"
1910,460,"OCH","PIN 1BOW.27.101",6128,12644,"EU","15","1",5.4,22.8,"Other","Botanical","Sample","Charcoal","charcoal",NA,NA,1,0.113561843574148,"1","2"
1910,460,"XI","PIN 1BOW.27.101",6131,12644,"EU","15","1",5.4,22.8,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","undecorated ironstone/whiteware",1820,1950,1,0.25723003496169,"1","2"
1911,460,"OBR","PIN 1BOW.27.101",6191,12644,"EU","15","2 (SE)",25,53,"Architectural","Ceramics","Brick","Brick","unidentified brick",NA,NA,1,0.122014083023493,"3","2"
1911,460,"OCH","PIN 1BOW.27.101",6188,12644,"EU","15","2 (SE)",25,53,"Other","Botanical","Sample","Charcoal","charcoal",NA,NA,3,0.340685530722443,"3","2"
1911,460,"OCO","PIN 1BOW.27.101",6185,12644,"EU","15","2 (SE)",25,53,"Domestic","Other","Debris","Coal","coal",NA,NA,1,0.296242831546173,"3","1"
1911,460,"XP","PIN 1BOW.27.101",6183,12644,"EU","15","2 (SE)",25,53,"Domestic","Ceramics","Sherd","Pearlware","undecorated pearlware",1780,1830,1,0.866025403784439,"3","2"
1911,460,"PWRA","PIN 1BOW.27.101",6189,12644,"EU","15","2 (SE)",25,53,"Domestic","Other","Plastic","Plastic","plastic wrapper(s)",NA,NA,1,0.293150984988964,"3","1"
1911,460,"SCR","PIN 1BOW.27.101",6198,12644,"EU","15","2 (SE)",25,53,"Architectural","Metal","Architectural Hardware","Other Hardware","screw",NA,NA,1,0.816496580927726,"3","1"
1911,460,"UDB","PIN 1BOW.27.101",6186,12644,"EU","15","2 (SE)",25,53,"Other","Bone/Antler","Refuse/Unmodified","Bone","unidentified bone frag",NA,NA,1,0.273009453115974,"3","2"
