"","CODE","LEVEL_ID","P_IDENT","Catalog_ID","S_NYSM_NUM","UNIT_ID","Shape_Area","POINT_X","POINT_Y","U_TYPE","U_LBL","L_STRAT","START","END","Assemblage","MATNAME","TYPENAME","CATNAME","IDENTIFY","BEGDATE","ENDDATE","N","dN","comp.cl","art.cl"
"3183","OGS","1908","1BOW.27.101","6083","Site C","459",0.49,546409.32,4685640.27,"EU","14","2",8.6,37,"Domestic","Ceramics","Sherd","Stoneware","grey salt-glazed stoneware, brown slip",NA,NA,1,2.04081632653061,"6","1"
"3184","OGS","1817","1BOW.27.101","2934","Site A","477",1,546390.59,4685608.79,"EU","12","2",28.2,35.8,"Domestic","Ceramics","Sherd","Stoneware","grey salt-glazed stoneware, brown slip",NA,NA,1,1,"5","1"
"3185","OGS","1861","1BOW.27.101","5514","Site C","444",0.97,546407.93,4685637.9,"EU","07","4",56.8,69.2,"Domestic","Ceramics","Sherd","Stoneware","grey salt-glazed stoneware, brown slip",NA,NA,1,1.03092783505155,"4","1"
"3186","STDI","1830","1BOW.27.101","3935","Site A","495",1,546383.74,4685565.33,"EU","29","2",20,30,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","stamped-sponge decorated ironstone/whiteware",1840,1920,2,2,"3","5"
"3187","AOSW","1830","1BOW.27.101","3931","Site A","495",1,546383.74,4685565.33,"EU","29","2",20,30,"Domestic","Ceramics","Sherd","Stoneware","brown salt-glazed stoneware, Albany slip",1820,1900,3,3,"3","5"
"3188","PTI","1898","1BOW.27.101","5978","Site C","457",1.03,546407.27,4685639.16,"EU","13","2",15.8,64,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","purple transfer-printed ironstone/whiteware",1825,1875,1,0.970873786407767,"1","4"
"3189","PTI","1307","1BOW.00.101","1760","Site A","228",0.99,546386.5,4685603.49,"EU","1","2",17.8,54.4,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","purple transfer-printed ironstone/whiteware",1825,1875,2,2.02020202020202,"4","4"
"3190","PTI","1838","1BOW.27.101","4034","Site A","499",0.5,546401.93,4685613.23,"EU","30","5",59.2,66.4,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","purple transfer-printed ironstone/whiteware",1825,1875,1,2,"6","4"
"3191","PTI","1904","1BOW.27.101","6049","Site C","458",0.5,546407.99,4685638.91,"EU","13A","2",21.8,41.4,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","purple transfer-printed ironstone/whiteware",1825,1875,2,4,"6","4"
"3192","PTI","1854","1BOW.27.101","4498","Site C","442",0.86,546409.64,4685643.69,"EU","05","1",17.2,40.4,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","purple transfer-printed ironstone/whiteware",1825,1875,1,1.16279069767442,"4","4"
"3193","OWBN","1838","1BOW.27.101","4028","Site A","499",0.5,546401.93,4685613.23,"EU","30","5",59.2,66.4,"Other","Bone/Antler","Tool","Other Worked Tool","other worked bone/antler tool",NA,NA,1,2,"6","3"
"3194","LEAD","1838","1BOW.27.101","4040","Site A","499",0.5,546401.93,4685613.23,"EU","30","5",59.2,66.4,"Other","Metal","Unidentified","Lead","unidentified lead",NA,NA,1,2,"6","3"
"3195","LEAD","1822","1BOW.27.101","3382","Site A","480",1,546389.68,4685609.19,"EU","15","2",23.4,26.2,"Other","Metal","Unidentified","Lead","unidentified lead",NA,NA,1,1,"1","3"
"3196","LEAD","1910","1BOW.27.101","6135","Site C","460",0.99,546412.7,4685651.49,"EU","15","1",5.4,22.8,"Other","Metal","Unidentified","Lead","unidentified lead",NA,NA,1,1.01010101010101,"2","3"
"3197","LEAD","1855","1BOW.27.101","4519","Site C","443",1.46,546409.91,4685644.7,"EU","06","1",7.2,96.6,"Other","Metal","Unidentified","Lead","unidentified lead",NA,NA,1,0.684931506849315,"1","3"
"3198","LEAD","1820","1BOW.27.101","3088","Site A","477",1,546390.59,4685608.79,"EU","12","5",51.4,91.8,"Other","Metal","Unidentified","Lead","unidentified lead",NA,NA,1,1,"3","3"
"3199","ANW","1779","1BOW.27.101","3169","Site A","479",1,546397.13,4685608.52,"EU","14","2",14,24.8,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","annular ironstone/whiteware",NA,NA,1,1,"1","1"
"3200","ANW","1878","1BOW.27.101","5678","Site C","450",1,546409.16,4685634.73,"EU","09C/D","5",97.8,117.6,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","annular ironstone/whiteware",NA,NA,1,1,"6","1"
"3201","ANW","1822","1BOW.27.101","3361","Site A","480",1,546389.68,4685609.19,"EU","15","2",23.4,26.2,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","annular ironstone/whiteware",NA,NA,3,3,"1","1"
"3202","ANW","1873","1BOW.27.101","5613","Site C","448",0.49,546408.49,4685634.45,"EU","09B","2",20,50.8,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","annular ironstone/whiteware",NA,NA,1,2.04081632653061,"1","1"
"3203","ANW","1789","1BOW.27.101","3571","Site A","482",0.5,546389.01,4685587.68,"EU","17","2",19,43.4,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","annular ironstone/whiteware",NA,NA,1,2,"4","1"
"3204","ANW","1900","1BOW.27.101","5951","Site C","457",1.03,546407.27,4685639.16,"EU","13","5",84.8,109.2,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","annular ironstone/whiteware",NA,NA,1,0.970873786407767,"1","1"
"3205","ANW","1838","1BOW.27.101","4033","Site A","499",0.5,546401.93,4685613.23,"EU","30","5",59.2,66.4,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","annular ironstone/whiteware",NA,NA,1,2,"6","1"
"3206","ANW","1899","1BOW.27.101","6020","Site C","457",1.03,546407.27,4685639.16,"EU","13","4",66,84.8,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","annular ironstone/whiteware",NA,NA,1,0.970873786407767,"1","1"
"3207","ANW","1874","1BOW.27.101","5623","Site C","448",0.49,546408.49,4685634.45,"EU","09B","3",58,120,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","annular ironstone/whiteware",NA,NA,1,2.04081632653061,"1","1"
"3208","ANW","1883","1BOW.27.101","5830","Site C","450",1,546409.16,4685634.73,"EU","09C/D","4",65,97.8,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","annular ironstone/whiteware",NA,NA,2,2,"3","1"
"3209","ANW","1818","1BOW.27.101","2971","Site A","477",1,546390.59,4685608.79,"EU","12","3",35.8,43.8,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","annular ironstone/whiteware",NA,NA,1,1,"5","1"
"3210","ANW","1757","1BOW.27.101","5141","Site A","472",1,546395.78,4685610.31,"EU","07","7",67.6,73.4,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","annular ironstone/whiteware",NA,NA,1,1,"1","1"
"3211","ANW","1868","1BOW.27.101","5627","Site C","446",0.99,546407.79,4685634.73,"EU","09","4",56.25,96,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","annular ironstone/whiteware",NA,NA,1,1.01010101010101,"1","1"
"3212","ANW","1750","1BOW.27.101","4882","Site A","471",1.62,546390.14,4685589.26,"EU","06","1",2.6,34.4,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","annular ironstone/whiteware",NA,NA,3,1.85185185185185,"1","1"
"3213","ANW","1827","1BOW.27.101","3488","Site A","480",1,546389.68,4685609.19,"EU","15","7",67.8,75.2,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","annular ironstone/whiteware",NA,NA,6,6,"3","1"
"3214","ANW","1824","1BOW.27.101","3414","Site A","480",1,546389.68,4685609.19,"EU","15","4",36,46,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","annular ironstone/whiteware",NA,NA,1,1,"3","1"
"3215","ANW","1692","1BOW.27.101","5793","Site C","418",0.12,546404.36,4685637.9,"STP","C05","2",39,91,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","annular ironstone/whiteware",NA,NA,1,8.33333333333333,"1","1"
"3216","ANW","1780","1BOW.27.101","3201","Site A","479",1,546397.13,4685608.52,"EU","14","3",24.8,33.6,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","annular ironstone/whiteware",NA,NA,3,3,"1","1"
"3217","ANW","1737","1BOW.27.101","4654","Site A","464",0.99,546387.41,4685603.08,"EU","02","1",4.4,11.6,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","annular ironstone/whiteware",NA,NA,1,1.01010101010101,"1","1"
"3218","ANW","1882","1BOW.27.101","5697","Site C","451",0.5,546408.53,4685635.24,"EU","09D","3",40.6,65,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","annular ironstone/whiteware",NA,NA,1,2,"1","1"
"3219","ANW","1889","1BOW.27.101","5888","Site C","454",0.99,546410.72,4685651.81,"EU","11","3",47.6,71.6,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","annular ironstone/whiteware",NA,NA,4,4.04040404040404,"1","1"
"3220","ANW","1862","1BOW.27.101","5523","Site C","444",0.97,546407.93,4685637.9,"EU","07","5",69.2,79.2,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","annular ironstone/whiteware",NA,NA,1,1.03092783505155,"4","1"
"3221","ANW","1860","1BOW.27.101","4563","Site C","444",0.97,546407.93,4685637.9,"EU","07","3",31.6,56.8,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","annular ironstone/whiteware",NA,NA,2,2.06185567010309,"6","1"
"3222","ANW","1681","1BOW.27.101","3273","Site A","412",0.12,546397.85,4685616.68,"STP","B","1",0,16,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","annular ironstone/whiteware",NA,NA,1,8.33333333333333,"6","1"
"3223","ANW","1866","1BOW.27.101","5570","Site C","446",0.99,546407.79,4685634.73,"EU","09","2",18,46,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","annular ironstone/whiteware",NA,NA,2,2.02020202020202,"6","1"
"3224","ANW","1821","1BOW.27.101","3343","Site A","480",1,546389.68,4685609.19,"EU","15","1",13,22,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","annular ironstone/whiteware",NA,NA,6,6,"5","1"
"3225","ANW","1908","1BOW.27.101","6085","Site C","459",0.49,546409.32,4685640.27,"EU","14","2",8.6,37,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","annular ironstone/whiteware",NA,NA,1,2.04081632653061,"6","1"
"3226","ANW","1744","1BOW.27.101","4764","Site A","467",0.99,546394.58,4685600.05,"EU","03","1",3.8,25.8,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","annular ironstone/whiteware",NA,NA,1,1.01010101010101,"5","1"
"3227","ANW","1898","1BOW.27.101","5984","Site C","457",1.03,546407.27,4685639.16,"EU","13","2",15.8,64,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","annular ironstone/whiteware",NA,NA,2,1.94174757281553,"1","1"
"3228","ANW","1898","1BOW.27.101","5983","Site C","457",1.03,546407.27,4685639.16,"EU","13","2",15.8,64,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","annular ironstone/whiteware",NA,NA,2,1.94174757281553,"1","1"
"3229","ANW","1820","1BOW.27.101","3109","Site A","477",1,546390.59,4685608.79,"EU","12","5",51.4,91.8,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","annular ironstone/whiteware",NA,NA,1,1,"3","1"
"3230","ANW","1904","1BOW.27.101","6051","Site C","458",0.5,546407.99,4685638.91,"EU","13A","2",21.8,41.4,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","annular ironstone/whiteware",NA,NA,1,2,"6","1"
"3231","ANW","1898","1BOW.27.101","5991","Site C","457",1.03,546407.27,4685639.16,"EU","13","2",15.8,64,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","annular ironstone/whiteware",NA,NA,1,0.970873786407767,"1","1"
"3232","ANW","1861","1BOW.27.101","5511","Site C","444",0.97,546407.93,4685637.9,"EU","07","4",56.8,69.2,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","annular ironstone/whiteware",NA,NA,1,1.03092783505155,"4","1"
"3233","ANW","1745","1BOW.27.101","4815","Site A","467",0.99,546394.58,4685600.05,"EU","03","2",25.8,116,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","annular ironstone/whiteware",NA,NA,3,3.03030303030303,"3","1"
"3234","BKLT","1898","1BOW.27.101","5986","Site C","457",1.03,546407.27,4685639.16,"EU","13","2",15.8,64,"Domestic","Other","Plastic","Plastic","Bakelite",1906,1929,1,0.970873786407767,"1","4"
"3235","BKLT","1836","1BOW.27.101","3983","Site A","499",0.5,546401.93,4685613.23,"EU","30","3",42.2,50,"Domestic","Other","Plastic","Plastic","Bakelite",1906,1929,1,2,"2","4"
"3236","BKLT","1307","1BOW.00.101","1758","Site A","228",0.99,546386.5,4685603.49,"EU","1","2",17.8,54.4,"Domestic","Other","Plastic","Plastic","Bakelite",1906,1929,1,1.01010101010101,"4","4"
"3237","XII","1819","1BOW.27.101","3000","Site A","477",1,546390.59,4685608.79,"EU","12","4",44.8,51.4,"Domestic","Ceramics","Sherd","Ironstone","undecorated ironstone",1813,1885,1,1,"5","3"
"3238","XII","1769","1BOW.27.101","2679","Site A","476",1.25,546389.9,4685587.83,"EU","11","2",18.6,32.8,"Domestic","Ceramics","Sherd","Ironstone","undecorated ironstone",1813,1885,2,1.6,"4","3"
"3239","XII","1820","1BOW.27.101","3111","Site A","477",1,546390.59,4685608.79,"EU","12","5",51.4,91.8,"Domestic","Ceramics","Sherd","Ironstone","undecorated ironstone",1813,1885,5,5,"3","3"
"3240","XII","1750","1BOW.27.101","4878","Site A","471",1.62,546390.14,4685589.26,"EU","06","1",2.6,34.4,"Domestic","Ceramics","Sherd","Ironstone","undecorated ironstone",1813,1885,1,0.617283950617284,"1","3"
"3241","XII","1681","1BOW.27.101","3274","Site A","412",0.12,546397.85,4685616.68,"STP","B","1",0,16,"Domestic","Ceramics","Sherd","Ironstone","undecorated ironstone",1813,1885,1,8.33333333333333,"6","3"
"3242","XII","897","1BOW.00.101","398","Site A","79",0.12,546395.65,4685599.29,"STP","79","1",0,50,"Domestic","Ceramics","Sherd","Ironstone","undecorated ironstone",1813,1885,1,8.33333333333333,"2","3"
"3243","XII","1779","1BOW.27.101","3166","Site A","479",1,546397.13,4685608.52,"EU","14","2",14,24.8,"Domestic","Ceramics","Sherd","Ironstone","undecorated ironstone",1813,1885,2,2,"1","3"
"3244","XII","1824","1BOW.27.101","3409","Site A","480",1,546389.68,4685609.19,"EU","15","4",36,46,"Domestic","Ceramics","Sherd","Ironstone","undecorated ironstone",1813,1885,3,3,"3","3"
"3245","XII","1797","1BOW.27.101","4628","Site A","487",1,546386.8,4685590.07,"EU","22","1",7.2,52.8,"Domestic","Ceramics","Sherd","Ironstone","undecorated ironstone",1813,1885,1,1,"6","3"
"3246","XII","1836","1BOW.27.101","3987","Site A","499",0.5,546401.93,4685613.23,"EU","30","3",42.2,50,"Domestic","Ceramics","Sherd","Ironstone","undecorated ironstone",1813,1885,1,2,"2","3"
"3247","XII","1817","1BOW.27.101","2935","Site A","477",1,546390.59,4685608.79,"EU","12","2",28.2,35.8,"Domestic","Ceramics","Sherd","Ironstone","undecorated ironstone",1813,1885,1,1,"5","3"
"3248","XII","1849","1BOW.27.101","4457","Site C","439",0.51,546408.41,4685643.95,"EU","02","1",6,18.2,"Domestic","Ceramics","Sherd","Ironstone","undecorated ironstone",1813,1885,4,7.84313725490196,"1","3"
"3249","XII","1826","1BOW.27.101","3469","Site A","480",1,546389.68,4685609.19,"EU","15","6",55,67.8,"Domestic","Ceramics","Sherd","Ironstone","undecorated ironstone",1813,1885,2,2,"3","3"
"3250","XII","1775","1BOW.27.101","3061","Site A","478",1,546388.2,4685588.33,"EU","13","4",29.4,36.6,"Domestic","Ceramics","Sherd","Ironstone","undecorated ironstone",1813,1885,3,3,"1","3"
"3251","XII","1824","1BOW.27.101","3415","Site A","480",1,546389.68,4685609.19,"EU","15","4",36,46,"Domestic","Ceramics","Sherd","Ironstone","undecorated ironstone",1813,1885,7,7,"3","3"
"3252","XII","1866","1BOW.27.101","5567","Site C","446",0.99,546407.79,4685634.73,"EU","09","2",18,46,"Domestic","Ceramics","Sherd","Ironstone","undecorated ironstone",1813,1885,2,2.02020202020202,"6","3"
"3253","XII","1744","1BOW.27.101","4768","Site A","467",0.99,546394.58,4685600.05,"EU","03","1",3.8,25.8,"Domestic","Ceramics","Sherd","Ironstone","undecorated ironstone",1813,1885,1,1.01010101010101,"5","3"
"3254","XII","1848","1BOW.27.101","4454","Site C","438",0.49,546407.42,4685644.27,"EU","01","1",9,18.25,"Domestic","Ceramics","Sherd","Ironstone","undecorated ironstone",1813,1885,41,83.6734693877551,"1","3"
"3255","XII","1786","1BOW.27.101","3541","Site A","481",0.5,546387.19,4685588.51,"EU","16","4",43,53.4,"Domestic","Ceramics","Sherd","Ironstone","undecorated ironstone",1813,1885,3,6,"3","3"
"3256","XII","1860","1BOW.27.101","4562","Site C","444",0.97,546407.93,4685637.9,"EU","07","3",31.6,56.8,"Domestic","Ceramics","Sherd","Ironstone","undecorated ironstone",1813,1885,1,1.03092783505155,"6","3"
"3257","XII","1682","1BOW.27.101","3302","Site A","412",0.12,546397.85,4685616.68,"STP","B","2",16,53,"Domestic","Ceramics","Sherd","Ironstone","undecorated ironstone",1813,1885,3,25,"3","3"
"3258","MPAN","1746","1BOW.27.101","6224","Site A","469",1.25,546391.43,4685587.57,"EU","04","1",3,26.6,"Domestic","Metal","Domestic/Activity","Cookware","metal pan/dish",NA,NA,17,13.6,"4","3"
"3259","MPAN","1836","1BOW.27.101","3996","Site A","499",0.5,546401.93,4685613.23,"EU","30","3",42.2,50,"Domestic","Metal","Domestic/Activity","Cookware","metal pan/dish",NA,NA,2,4,"2","3"
"3260","OTSV","905","1BOW.00.101","485","Site A","86",0.12,546391.55,4685609.7,"STP","86","1",0,27,"Domestic","Ceramics","Sherd","Semi-Vitreous China","other semi-vitreous china",1880,1970,4,33.3333333333333,"4","4"
"3261","OTSV","909","1BOW.00.101","515","Site A","86",0.12,546391.55,4685609.7,"STP","86","2",27,84,"Domestic","Ceramics","Sherd","Semi-Vitreous China","other semi-vitreous china",1880,1970,2,16.6666666666667,"4","4"
"3262","CFR","909","1BOW.00.101","517","Site A","86",0.12,546391.55,4685609.7,"STP","86","2",27,84,"Domestic","Ceramics","Sherd","Red Stoneware","clear-glazed fine red stoneware",NA,NA,3,25,"4","1"
"3263","CFR","1817","1BOW.27.101","2938","Site A","477",1,546390.59,4685608.79,"EU","12","2",28.2,35.8,"Domestic","Ceramics","Sherd","Red Stoneware","clear-glazed fine red stoneware",NA,NA,36,36,"5","1"
"3264","CFR","1820","1BOW.27.101","3103","Site A","477",1,546390.59,4685608.79,"EU","12","5",51.4,91.8,"Domestic","Ceramics","Sherd","Red Stoneware","clear-glazed fine red stoneware",NA,NA,1,1,"3","1"
"3265","CFR","1819","1BOW.27.101","3003","Site A","477",1,546390.59,4685608.79,"EU","12","4",44.8,51.4,"Domestic","Ceramics","Sherd","Red Stoneware","clear-glazed fine red stoneware",NA,NA,4,4,"5","1"
"3266","CFR","1818","1BOW.27.101","2967","Site A","477",1,546390.59,4685608.79,"EU","12","3",35.8,43.8,"Domestic","Ceramics","Sherd","Red Stoneware","clear-glazed fine red stoneware",NA,NA,4,4,"5","1"
"3267","CFR","905","1BOW.00.101","481","Site A","86",0.12,546391.55,4685609.7,"STP","86","1",0,27,"Domestic","Ceramics","Sherd","Red Stoneware","clear-glazed fine red stoneware",NA,NA,1,8.33333333333333,"4","1"
"3268","CFR","1821","1BOW.27.101","3338","Site A","480",1,546389.68,4685609.19,"EU","15","1",13,22,"Domestic","Ceramics","Sherd","Red Stoneware","clear-glazed fine red stoneware",NA,NA,1,1,"5","1"
"3269","CFR","1816","1BOW.27.101","2745","Site A","477",1,546390.59,4685608.79,"EU","12","1",19.8,28.2,"Domestic","Ceramics","Sherd","Red Stoneware","clear-glazed fine red stoneware",NA,NA,28,28,"5","1"
"3270","MIRR","1894","1BOW.27.101","5927","Site C","455",0.49,546410.25,4685639.9,"EU","12","2A",28.8,41.6,"Domestic","Glass","Other Glass","Mirror","mirror glass",NA,NA,1,2.04081632653061,"2","3"
"3271","MIRR","1844","1BOW.27.101","4134","Site A","500",0.5,546404.13,4685618.55,"EU","31","4",27.6,38.4,"Domestic","Glass","Other Glass","Mirror","mirror glass",NA,NA,1,2,"3","3"
"3272","GEP","1825","1BOW.27.101","3436","Site A","480",1,546389.68,4685609.19,"EU","15","5",46,55,"Domestic","Ceramics","Sherd","Pearlware","green edge-decorated pearlware",1800,1830,1,1,"3","3"
"3273","MOII","896","1BOW.00.101","386","Site A","76",0.12,546391.86,4685583.83,"STP","77","1",0,77,"Domestic","Ceramics","Sherd","Ironstone","molded ironstone",1813,1885,10,83.3333333333333,"2","3"
"3274","MOII","1825","1BOW.27.101","3438","Site A","480",1,546389.68,4685609.19,"EU","15","5",46,55,"Domestic","Ceramics","Sherd","Ironstone","molded ironstone",1813,1885,2,2,"3","3"
"3275","MOII","1818","1BOW.27.101","2975","Site A","477",1,546390.59,4685608.79,"EU","12","3",35.8,43.8,"Domestic","Ceramics","Sherd","Ironstone","molded ironstone",1813,1885,5,5,"5","3"
"3276","MOII","1683","1BOW.27.101","3305","Site A","413",0.12,546400.73,4685620.76,"STP","C","1",0,75,"Domestic","Ceramics","Sherd","Ironstone","molded ironstone",1813,1885,1,8.33333333333333,"5","3"
"3277","MOII","1816","1BOW.27.101","2728","Site A","477",1,546390.59,4685608.79,"EU","12","1",19.8,28.2,"Domestic","Ceramics","Sherd","Ironstone","molded ironstone",1813,1885,4,4,"5","3"
"3278","MOII","1755","1BOW.27.101","5098","Site A","472",1,546395.78,4685610.31,"EU","07","5",48,57.4,"Domestic","Ceramics","Sherd","Ironstone","molded ironstone",1813,1885,9,9,"1","3"
"3279","MOII","1682","1BOW.27.101","3301","Site A","412",0.12,546397.85,4685616.68,"STP","B","2",16,53,"Domestic","Ceramics","Sherd","Ironstone","molded ironstone",1813,1885,1,8.33333333333333,"3","3"
"3280","MOII","1819","1BOW.27.101","3005","Site A","477",1,546390.59,4685608.79,"EU","12","4",44.8,51.4,"Domestic","Ceramics","Sherd","Ironstone","molded ironstone",1813,1885,7,7,"5","3"
"3281","MOII","1875","1BOW.27.101","5641","Site C","449",0.5,546409.14,4685634.74,"EU","09C","1",19,36.4,"Domestic","Ceramics","Sherd","Ironstone","molded ironstone",1813,1885,2,4,"5","3"
"3282","HBW","1745","1BOW.27.101","4817","Site A","467",0.99,546394.58,4685600.05,"EU","03","2",25.8,116,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","underglaze blue hand-painted ironstone/whiteware",1825,1835,2,2.02020202020202,"3","1"
"3283","HBW","1899","1BOW.27.101","6018","Site C","457",1.03,546407.27,4685639.16,"EU","13","4",66,84.8,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","underglaze blue hand-painted ironstone/whiteware",1825,1835,2,1.94174757281553,"1","1"
"3284","HBW","1682","1BOW.27.101","3300","Site A","412",0.12,546397.85,4685616.68,"STP","B","2",16,53,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","underglaze blue hand-painted ironstone/whiteware",1825,1835,2,16.6666666666667,"3","1"
"3285","HBW","1826","1BOW.27.101","3468","Site A","480",1,546389.68,4685609.19,"EU","15","6",55,67.8,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","underglaze blue hand-painted ironstone/whiteware",1825,1835,1,1,"3","1"
"3286","MSK","1914","1BOW.27.101","4585","Site C","461",0.5,546412.83,4685652.23,"EU","15A","1",3.8,28.5,"Domestic","Ceramics","Pipe","Kaolin Pipe","Kaolin pipe stem frag, 4/64 in. bore",NA,NA,1,2,"2","1"
"3287","MSK","1898","1BOW.27.101","5981","Site C","457",1.03,546407.27,4685639.16,"EU","13","2",15.8,64,"Domestic","Ceramics","Pipe","Kaolin Pipe","Kaolin pipe stem frag, 4/64 in. bore",NA,NA,1,0.970873786407767,"1","1"
"3288","MSK","1807","1BOW.27.101","3712","Site A","491",0.99,546393.37,4685597.65,"EU","26","5",70.8,73.25,"Domestic","Ceramics","Pipe","Kaolin Pipe","Kaolin pipe stem frag, 4/64 in. bore",NA,NA,1,1.01010101010101,"1","1"
"3289","MSK","1909","1BOW.27.101","6110","Site C","459",0.49,546409.32,4685640.27,"EU","14","3",37,75.4,"Domestic","Ceramics","Pipe","Kaolin Pipe","Kaolin pipe stem frag, 4/64 in. bore",NA,NA,1,2.04081632653061,"6","1"
"3290","MSK","1745","1BOW.27.101","4806","Site A","467",0.99,546394.58,4685600.05,"EU","03","2",25.8,116,"Domestic","Ceramics","Pipe","Kaolin Pipe","Kaolin pipe stem frag, 4/64 in. bore",NA,NA,1,1.01010101010101,"3","1"
"3291","MSK","1905","1BOW.27.101","6068","Site C","458",0.5,546407.99,4685638.91,"EU","13A","3",41.4,70.6,"Domestic","Ceramics","Pipe","Kaolin Pipe","Kaolin pipe stem frag, 4/64 in. bore",NA,NA,2,4,"6","1"
"3292","MSK","1870","1BOW.27.101","5588","Site C","447",0.5,546407.52,4685634.03,"EU","09A","2",23.8,49.4,"Domestic","Ceramics","Pipe","Kaolin Pipe","Kaolin pipe stem frag, 4/64 in. bore",NA,NA,1,2,"1","1"
"3293","MSK","888","1BOW.00.101","315","Site A","75",0.12,546391.78,4685577.9,"STP","76","1",0,54,"Domestic","Ceramics","Pipe","Kaolin Pipe","Kaolin pipe stem frag, 4/64 in. bore",NA,NA,1,8.33333333333333,"3","1"
"3294","OTCG","1745","1BOW.27.101","4787","Site A","467",0.99,546394.58,4685600.05,"EU","03","2",25.8,116,"Domestic","Glass","Glass Vessel","Curved Glass","other curved glass",NA,NA,1,1.01010101010101,"3","1"
"3295","COTG","1729","1BOW.27.101","2166","Site A","470",1,546396.67,4685609.86,"EU","05","2A (South)",10,19,"Domestic","Glass","Glass Vessel","Tableware","colored table glass",NA,NA,1,1,"5","5"
"3296","BBG","1824","1BOW.27.101","3423","Site A","480",1,546389.68,4685609.19,"EU","15","4",36,46,"Domestic","Glass","Glass Vessel","Bottle Glass","blue bottle glass",NA,NA,3,3,"3","1"
"3297","BBG","1817","1BOW.27.101","2929","Site A","477",1,546390.59,4685608.79,"EU","12","2",28.2,35.8,"Domestic","Glass","Glass Vessel","Bottle Glass","blue bottle glass",NA,NA,1,1,"5","1"
"3298","BBG","909","1BOW.00.101","501","Site A","86",0.12,546391.55,4685609.7,"STP","86","2",27,84,"Domestic","Glass","Glass Vessel","Bottle Glass","blue bottle glass",NA,NA,1,8.33333333333333,"4","1"
"3299","BBG","1750","1BOW.27.101","4871","Site A","471",1.62,546390.14,4685589.26,"EU","06","1",2.6,34.4,"Domestic","Glass","Glass Vessel","Bottle Glass","blue bottle glass",NA,NA,1,0.617283950617284,"1","1"
"3300","BBG","1819","1BOW.27.101","3018","Site A","477",1,546390.59,4685608.79,"EU","12","4",44.8,51.4,"Domestic","Glass","Glass Vessel","Bottle Glass","blue bottle glass",NA,NA,2,2,"5","1"
"3301","BBG","1818","1BOW.27.101","2982","Site A","477",1,546390.59,4685608.79,"EU","12","3",35.8,43.8,"Domestic","Glass","Glass Vessel","Bottle Glass","blue bottle glass",NA,NA,5,5,"5","1"
"3302","BBG","1817","1BOW.27.101","2927","Site A","477",1,546390.59,4685608.79,"EU","12","2",28.2,35.8,"Domestic","Glass","Glass Vessel","Bottle Glass","blue bottle glass",NA,NA,2,2,"5","1"
"3303","BBG","1828","1BOW.27.101","3502","Site A","480",1,546389.68,4685609.19,"EU","15","8",75.2,83.8,"Domestic","Glass","Glass Vessel","Bottle Glass","blue bottle glass",NA,NA,1,1,"3","1"
